"","Row.names","Log2FoldChange","logCPM","LR","PValue","P.Adjust","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name","col"
"1782","ENSG00000244256",-0.0660734036500429,3.92798589460206,0.0290764640122916,0.864602605181482,0.961082961107939,"chr1",63655743,63656047,0.544262295081967,0.544262295081967,".",305,304,"7","misc_RNA",54.43,"RN7SL130P","not"
"3361","ENSG00000272989",-0.0597541167949684,4.20742034570816,0.0289044041572026,0.864999950000068,0.961082961107939,"chr3",197505262,197506986,0.567536231884058,0.567536231884058,".",1725,1724,"7","lincRNA",56.75,"RP13-616I3.1","not"
"2809","ENSG00000266124",-0.0648800203707518,3.85674152243798,0.028734516651582,0.865393473794933,0.961239215048084,"chr16",535316,535368,0.641509433962264,0.641509433962264,".",53,52,"8","miRNA",64.15,"MIR5587","not"
"734","ENSG00000225401",-0.057950819267031,4.18315653569085,0.0285382147306166,0.865849676659289,0.961464978376266,"chr1",244394976,244395660,0.594160583941606,0.594160583941606,".",685,684,"8","processed_pseudogene",59.42,"TGIF2P1","not"
"3413","ENSG00000273295",-0.075280684617202,5.86775176027214,0.0283369327050309,0.866319132063114,0.96170532154553,"chr22",23901432,23907068,0.504701082135888,0.504701082135888,".",5637,5636,"6","lincRNA",50.47,"AP000350.5","not"
"1810","ENSG00000245025",0.0258834704028685,7.07256821059206,0.0279605080376086,0.867201701469896,0.961842330693632,"chr8",22984596,23019335,0.531519861830743,0.574972583404018,".",34740,2265,"7","antisense",53.15,"RP11-875O11.1","not"
"2381","ENSG00000258944",-0.0244814521073373,6.75514559473819,0.028057378017678,0.866973998331313,0.961842330693632,"chr14",73272182,73274081,0.477368421052632,0.491615978905888,"0.4623655913978495",1900,774,"5","antisense",47.74,"RP4-647C14.3","not"
"3437","ENSG00000273456",0.0379197710192173,4.89204448966214,0.0279992307675627,0.86711063102319,0.961842330693632,"chr2",202374932,202375604,0.515601783060921,0.515601783060921,".",673,672,"6","lincRNA",51.56,"RP11-686O6.2","not"
"3678","ENSG00000277782",0.0411455541188777,4.80167278676244,0.0277559868950163,0.867683785543206,0.962096286128859,"chr15",80999593,80999981,0.475578406169666,0.475578406169666,".",389,388,"5","lincRNA",47.56,"RP11-775C24.5","not"
"1067","ENSG00000230311",0.0437897272500996,4.29407272513759,0.0276205303978401,0.868004080416243,0.962170752307419,"chrX",73223124,73223558,0.459770114942529,0.459770114942529,".",435,434,"4","processed_pseudogene",45.98,"TOMM20P4","not"
"165","ENSG00000185168",-0.0328539162665943,6.42267597610381,0.027474731611278,0.868349733425312,0.962273276020295,"chr17",81303771,81309248,0.614092734574662,0.62770883364916,"0.6217876376856744",5478,2193,"8","lincRNA",61.41,"LINC00482","not"
"996","ENSG00000229153",0.0307250088570526,7.38515322220764,0.0269991577097812,0.869483800316675,0.963249176625964,"chr7",143407813,143523449,0.419718602177504,0.43092569738987,"0.41916889319937783",115637,5310,"3","antisense",41.97,"EPHA1-AS1","not"
"418","ENSG00000213430",-0.0351797672175196,5.3029729812095,0.0259532913486566,0.872014441393338,0.963740073639661,"chr5",21882585,21884310,0.417728852838934,0.417728852838934,".",1726,1725,"3","processed_pseudogene",41.77,"HSPD1P1","not"
"594","ENSG00000222790",0.0510904538882836,4.29060606785752,0.0260719680183001,0.871724683681275,0.963740073639661,"chr5",140397323,140397444,0.377049180327869,0.377049180327869,".",122,121,"1","snRNA",37.7,"RNU4-14P","not"
"626","ENSG00000223773",-0.0194352271055333,7.39029878011966,0.0262910439937798,0.871191565820055,0.963740073639661,"chrX",2609348,2657229,0.432479846288793,0.445770625481059,"0.3915086594460623",47882,5910,"4","transcribed_unprocessed_pseudogene",43.25,"CD99P1","not"
"1387","ENSG00000235238",0.0231415486960252,6.60194931669781,0.0261316110814676,0.871579316287431,0.963740073639661,"chr6",29636060,29636343,0.454225352112676,0.454225352112676,".",284,283,"4","processed_pseudogene",45.42,"SUMO2P1","not"
"1427","ENSG00000235720",-0.0362689725200494,5.3518865386697,0.0259395351699823,0.872048072024674,0.963740073639661,"chr7",63893286,63894641,0.415929203539823,0.415929203539823,".",1356,1355,"2","processed_pseudogene",41.59,"GABPAP","not"
"1726","ENSG00000242622",0.0283178165077948,5.93176913487794,0.0258090957590582,0.872367421549989,0.963740073639661,"chr3",120094895,120136783,0.41621905512187,0.493576820423821,"0.415362158768458",41889,2187,"5","lincRNA",41.62,"RP11-18H7.1","not"
"1876","ENSG00000247373",0.0217694303232607,7.15510607379371,0.0257921322850621,0.872409013311689,0.963740073639661,"chr12",123575891,123585115,0.493550135501355,0.491338529730021,"0.49884526558891457",9225,8276,"5","lincRNA",49.36,"RP11-486O12.2","not"
"2256","ENSG00000256379",0.0497254117388972,4.38883318464435,0.0266030469896634,0.87043623141237,0.963740073639661,"chr14",21903077,21904598,0.446123521681997,0.516086177190201,"0.3518518518518519",1522,338,"6","TR_V_pseudogene",44.61,"TRAV8-5","not"
"3199","ENSG00000272040",0.0310944832740059,5.75334749267769,0.0260153129973446,0.871862926437831,0.963740073639661,"chr5",75608817,75609983,0.339331619537275,0.339331619537275,".",1167,1166,"1","lincRNA",33.93,"CTC-366B18.4","not"
"3236","ENSG00000272273",-0.0554752563971336,4.06786238956457,0.0257703653772978,0.872462402892416,0.963740073639661,"chr6",30742929,30743592,0.572289156626506,0.567316083350703,".",664,525,"7","antisense",57.23,"XXbac-BPG252P9.10","not"
"7","ENSG00000099725",0.159754709500375,9.68054101540529,0.024529421190266,0.875545353892795,0.96380370280561,"chrY",7273972,7381548,0.442994320347286,0.459256707580487,"0.44251457509971004",107577,7664,"4","transcribed_unprocessed_pseudogene",44.3,"PRKY","not"
"8","ENSG00000100058",0.0175670058421452,8.886924963134,0.024321394087309,0.876069927175318,0.96380370280561,"chr22",25448105,25520854,0.453154639175258,0.464293300863122,"0.45158350044262163",72750,6426,"4","transcribed_unprocessed_pseudogene",45.32,"CRYBB2P1","not"
"135","ENSG00000181097",0.0343300125054165,5.43812989448055,0.0243381857411578,0.876027499306331,0.96380370280561,"chr8",143696154,143698413,0.580530973451327,0.575153387202111,".",2260,1961,"7","antisense",58.05,"RP11-429J17.2","not"
"469","ENSG00000214331",0.0199673275932799,7.80722926636095,0.0254209385069117,0.873322659098367,0.96380370280561,"chr16",74332402,74368240,0.468846787019727,0.524507623356121,"0.4556911892711349",35839,3813,"6","transcribed_unprocessed_pseudogene",46.88,"RP11-252A24.2","not"
"513","ENSG00000215548",0.0727199142133567,4.90422356668051,0.0255935011074939,0.87289707343449,0.96380370280561,"chr9",63832127,63859641,0.360894057786662,0.416961289908387,"0.35545728471362203",27515,922,"2","unprocessed_pseudogene",36.09,"FRG1JP","not"
"956","ENSG00000228507",-0.0463975874950138,4.25172137205488,0.0245224052125366,0.875563008576483,0.96380370280561,"chr2",171491422,171491931,0.454901960784314,0.454901960784314,".",510,509,"4","processed_pseudogene",45.49,"DAP3P2","not"
"1459","ENSG00000236397",-0.0523458527663688,7.03985301463011,0.0250009064104404,0.874364802599707,0.96380370280561,"chr2",113599036,113601261,0.581311769991015,0.561533054210937,"0.5936736325225533",2226,1394,"7","unprocessed_pseudogene",58.13,"DDX11L2","not"
"1505","ENSG00000237133",-0.0487890192734508,4.29148204497565,0.0244030463950082,0.875863754995404,0.96380370280561,"chr2",33555047,33563547,0.42583225502882,0.449876256472738,".",8501,336,"4","antisense",42.58,"AC020594.5","not"
"1809","ENSG00000245017",-0.0586435027747425,4.3002627934016,0.0252141452874071,0.873834622455671,0.96380370280561,"chr12",98485544,98503855,0.443152031454784,0.400238458711733,"0.4450456814338115",18312,1913,"2","lincRNA",44.32,"RP11-181C3.1","not"
"2292","ENSG00000257261",0.03850123088868,4.62305577192621,0.0245881284168092,0.875397726996269,0.96380370280561,"chr12",46383679,46876159,0.384796570832174,0.425003325719953,"0.3832870616664518",492481,2221,"3","lincRNA",38.48,"RP11-96H19.1","not"
"2528","ENSG00000260401",-0.0277578699631583,8.96403663117846,0.0246071738982749,0.875349873475174,0.96380370280561,"chr11",73238975,73242335,0.547753644748587,0.547753644748587,".",3361,3360,"7","sense_overlapping",54.78,"RP11-800A3.4","not"
"2865","ENSG00000267102",-0.038430123456992,5.4276003015884,0.0243583918524735,0.875976463917185,0.96380370280561,"chr17",35409602,35410228,0.476874003189793,0.476874003189793,".",627,626,"5","transcribed_processed_pseudogene",47.69,"RP11-686D22.7","not"
"2883","ENSG00000267274",0.0407829960627159,5.29397472717022,0.0254823871707117,0.873170940874174,0.96380370280561,"chr19",11939959,11953381,0.456976830812784,0.4934997475385,".",13423,466,"5","sense_overlapping",45.7,"CTD-2006C1.12","not"
"2910","ENSG00000267452",0.0776573655378509,5.51277897989414,0.024900966573739,0.874614082619398,0.96380370280561,"chr17",51435427,51445802,0.453932151117965,0.416668678062469,"0.4658289241622576",10376,3112,"2","lincRNA",45.39,"RP11-1018N14.5","not"
"1665","ENSG00000240859",0.0291378423092747,6.90768846358247,0.0240411668834781,0.876780210576939,0.964027069830183,"chr7",149597,155465,0.512012267848015,0.518163573076132,"0.5420277296360485",5869,5146,"6","lincRNA",51.2,"AC093627.10","not"
"3801","ENSG00000283696",-0.0313651335176759,5.6081974982131,0.0240996387292398,0.876631655174595,0.964027069830183,"chr1",161399409,161422424,0.451729231838721,0.571715361475267,".",23016,995,"7","lincRNA",45.17,"RP11-122G18.12","not"
"2957","ENSG00000267990",-0.031849322361434,6.02092900515527,0.0237913709010797,0.877416942983327,0.964448178218515,"chr19",51137970,51138634,0.61203007518797,0.617452276678996,"0.6238532110091742",665,418,"8","unprocessed_pseudogene",61.2,"CTD-3187F8.15","not"
"164","ENSG00000185065",-0.0545153249584358,3.74828694630828,0.0225024248844647,0.880758238323183,0.965051041760282,"chr22",19447893,19450105,0.498418436511523,0.498786604042058,".",2213,2095,"5","antisense",49.84,"AC000068.5","not"
"780","ENSG00000225991",0.0617880601115921,3.71256506926947,0.0231268195589962,0.879127745823175,0.965051041760282,"chr2",28308161,28308570,0.490243902439024,0.490243902439024,".",410,409,"5","processed_pseudogene",49.02,"RPL23AP34","not"
"942","ENSG00000228395",-0.0357593932337385,5.4105366889645,0.0228197813199813,0.879926668427911,0.965051041760282,"chr9",128528901,128552410,0.458443215652914,0.465960927416198,"0.4553303721589489",23510,1237,"4","antisense",45.84,"RP11-216B9.6","not"
"966","ENSG00000228775",-0.0273281876712901,6.6610068172524,0.0232535026022447,0.878799694795417,0.965051041760282,"chr7",141704338,141738346,0.400835073068894,0.442935267085338,"0.39280691297932996",34009,3495,"4","antisense",40.08,"WEE2-AS1","not"
"1593","ENSG00000239005",-0.0255124797324044,7.14402456116734,0.022536518473828,0.880668616518779,0.965051041760282,"chr4",139436368,139436494,0.645669291338583,0.645669291338583,".",127,126,"8","snoRNA",64.57,"ACA64","not"
"1791","ENSG00000244436",-0.0645703591471105,3.75119921291664,0.0230332587948965,0.879370615902483,0.965051041760282,"chr12",31897820,31898123,0.526315789473684,0.526315789473684,".",304,303,"6","processed_pseudogene",52.63,"RP11-428G5.1","not"
"1919","ENSG00000248632",-0.052460318442016,4.78343541769579,0.0227557968768792,0.880093848753843,0.965051041760282,"chr4",164968587,164970002,0.386299435028249,0.386299435028249,".",1416,1415,"1","processed_pseudogene",38.63,"RP11-366M4.11","not"
"2709","ENSG00000263004",-0.0380879142194507,4.6697315628265,0.0229915686141169,0.879479000038702,0.965051041760282,"chr17",57078298,57085024,0.455031960755166,0.52390128423397,"0.5077186963979416",6727,852,"6","lincRNA",45.5,"RP11-166P13.3","not"
"3061","ENSG00000269970",-0.0318542181324478,5.84293191636727,0.022575458660981,0.880566339222749,0.965051041760282,"chr9",122372605,122372825,0.457013574660633,0.457013574660633,".",221,220,"4","sense_intronic",45.7,"RP11-498E2.9","not"
"3475","ENSG00000274026",-0.0434488872067812,4.84759008592044,0.0230162861245446,0.879414728518168,0.965051041760282,"chr9",67717411,67719178,0.537330316742081,0.529197578162152,".",1768,1591,"6","transcribed_processed_pseudogene",53.73,"FAM27E3","not"
"3621","ENSG00000276672",0.0542130318550903,4.30808268732162,0.0228613912755691,0.879818077393614,0.965051041760282,"chr13",33846190,33850825,0.396031061259707,0.396031061259707,".",4636,4635,"2","sense_intronic",39.6,"RP11-142E9.1","not"
"2752","ENSG00000264279",0.063431895900395,4.12472379178566,0.0221976512576418,0.88156250046859,0.965512449379888,"chr2",239943015,239943094,0.6,0.6,".",80,79,"8","miRNA",60,"MIR4786","not"
"3353","ENSG00000272940",-0.0545181549456744,3.69033098194454,0.0221505208581334,0.88168737484809,0.965512449379888,"chr22",50597152,50597599,0.506696428571429,0.506696428571429,".",448,447,"6","lincRNA",50.67,"CTA-384D8.33","not"
"2976","ENSG00000268262",-0.0567062515833991,4.04397498530829,0.0219112285380447,0.882323497172737,0.965930764041927,"chr19",39314651,39320858,0.552996134020619,0.676202788749309,"0.49395125475734897",6208,873,"8","sense_overlapping",55.3,"CTC-246B18.8","not"
"2996","ENSG00000268836",0.0537290583978442,3.91057170766249,0.0217269213920019,0.882815873430849,0.966191515954695,"chr16",185748,186294,0.605118829981719,0.605118829981719,".",547,546,"8","lincRNA",60.51,"LA16c-OS12.2","not"
"3201","ENSG00000272056",-0.0582937150121188,3.71806706679081,0.0215638657129773,0.883253258341085,0.966391950188389,"chr2",27053618,27054276,0.493171471927162,0.493171471927162,".",659,658,"5","antisense",49.32,"RP11-503P10.1","not"
"675","ENSG00000224596",-0.039969634712171,4.71968818004066,0.0209517104827626,0.884910584326868,0.966656690570044,"chr10",78943328,79067895,0.516561235630338,0.528374667025718,"0.5169331748832848",124568,4565,"6","antisense",51.66,"ZMIZ1-AS1","not"
"1110","ENSG00000230910",-0.0437813281317858,5.0084732016177,0.0207253207641145,0.885529754423807,0.966656690570044,"chr6",68629962,68635027,0.376825898144493,0.426734041581205,"0.36792452830188677",5066,2945,"3","antisense",37.68,"RP3-525N10.2","not"
"1207","ENSG00000232626",0.0557827955716244,3.71897039755181,0.0209231498357099,0.884988508094158,0.966656690570044,"chr1",202438396,202439957,0.617157490396927,0.617157490396927,".",1562,1561,"8","transcribed_processed_pseudogene",61.72,"RP11-175B9.2","not"
"1244","ENSG00000233133",-0.0444259665101181,4.51655406503844,0.0212376046402483,0.884133530707106,0.966656690570044,"chr3",17706058,17706233,0.681818181818182,0.681818181818182,".",176,175,"8","unprocessed_pseudogene",68.18,"AC104451.2","not"
"1522","ENSG00000237436",-0.0612416731169933,4.10638186645356,0.0209205070462986,0.884995721322634,0.966656690570044,"chr1",6783892,6784843,0.597689075630252,0.57151805288354,"0.4077669902912621",952,412,"7","antisense",59.77,"RP11-312B8.1","not"
"1729","ENSG00000242779",0.0418560486184897,5.40372352600052,0.0208091820564391,0.88529999529315,0.966656690570044,"chr19",52968251,53037898,0.456308867447737,0.415377668341387,"0.448417019139035",69648,4757,"2","transcribed_processed_pseudogene",45.63,"ZNF702P","not"
"1960","ENSG00000249741",-0.0636570755228585,3.92526592402694,0.0207959014105654,0.885336349431226,0.966656690570044,"chr4",143911514,143912053,0.433333333333333,0.433333333333333,".",540,539,"3","processed_pseudogene",43.33,"RP11-673E1.3","not"
"3790","ENSG00000283345",-0.0592305173350923,4.31278673998462,0.0213168959704433,0.883918966185271,0.966656690570044,"chr15",30507377,30513698,0.388959190129706,0.389726253983832,"0.3892234036219572",6322,1201,"2","unprocessed_pseudogene",38.9,"CTD-3092A11.3","not"
"2211","ENSG00000255310",-0.0204707256878756,7.65824683323843,0.020539149398985,0.886041519561678,0.966937644517353,"chr8",11107788,11109726,0.420835482207323,0.420835482207323,".",1939,1938,"3","sense_intronic",42.08,"AF131215.2","not"
"677","ENSG00000224610",-0.0612470304900726,4.04265410756802,0.0203654854145157,0.88652104140222,0.967183260152077,"chrX",39226103,39299786,0.425628358938168,0.517050871159606,"0.42479288800814685",73684,825,"6","lincRNA",42.56,"RP11-265P11.1","not"
"972","ENSG00000228839",-0.0282013100580356,5.64464915435765,0.0200343179039635,0.887441280129741,0.967370629044629,"chr22",31292499,31338021,0.453111613909452,0.470931347046636,".",45523,619,"5","antisense",45.31,"PIK3IP1-AS1","not"
"1735","ENSG00000243051",0.0361018011800001,5.12704466917797,0.0200289368605127,0.887456296626841,0.967370629044629,"chr1",169957942,169958246,0.504918032786885,0.504918032786885,".",305,304,"6","misc_RNA",50.49,"RN7SL269P","not"
"3680","ENSG00000277879",-0.0345509231171435,6.0569504498008,0.0201661632533501,0.887073989259214,0.967370629044629,"chr10",117267116,117268668,0.4243399871217,0.4243399871217,".",1553,1552,"3","antisense",42.43,"RP11-129M16.4","not"
"2046","ENSG00000251474",0.0141979798304778,10.2799664818778,0.0199241243378339,0.887749200920121,0.967412474970579,"chr3",129382922,129399655,0.5010756543564,0.502225826009342,"0.5022143275839484",16734,4497,"6","transcribed_unprocessed_pseudogene",50.11,"RPL32P3","not"
"1521","ENSG00000237429",0.03004878902339,5.77094347066147,0.0198246226403853,0.888027991767126,0.967438921383447,"chr1",27525805,27530561,0.585453016607105,0.526387197834058,".",4757,281,"6","antisense",58.55,"RP1-159A19.4","not"
"102","ENSG00000177410",0.0166359663594986,9.04509675583482,0.0194317217680293,0.889135881240085,0.967562564753041,"chr20",49278178,49295738,0.457377142531746,0.513656610828961,"0.4643606024676087",17561,2236,"6","antisense",45.74,"ZFAS1","not"
